序号,代码,名称,最新价 2026.05.08,涨跌幅(%) 2026.05.08,市净率PB(LF) 2026.05.08,市场码,市场名,市盈率(TTM) 2026.05.08,市盈率估值状态 2026.05.08,指数小类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,成交额 2026.05.08,总市值(元) 2026.05.08
160,970057,深证民企50,3985.76,-0.52,5.02,0,SZ,31.16,估值较低,深证指数,-20.65,4013.93,3966.61,0.00,0.94,29.43亿,2335.35亿,11.24万亿
161,470057,深证民企50R,4669.36,-0.51,5.02,0,SZ,31.16,估值较低,深证指数,-23.71,4702.36,4646.93,0.00,0.94,29.43亿,2335.35亿,11.24万亿
162,000137,380高贝,7158.65,-0.19,5.01,1,SH,81.97,估值较低,上证指数,-13.53,7181.26,7078.49,0.00,1.03,23.17亿,1224.25亿,3.48万亿
163,399803,工业4.0,6307.75,-0.07,5.01,0,SZ,43.77,估值较低,深证指数,-4.69,6317.02,6236.89,0.00,1.07,37.12亿,1507.19亿,5.48万亿
164,399664,中小高贝,1747.44,1.25,5.00,0,SZ,56.20,估值中等,深证指数,21.54,1747.62,1713.84,0.00,1.11,56.86亿,2301.23亿,5.42万亿
165,930986,金融科技,2782.04,0.61,5.00,2,CSI,55.30,估值中等,中证指数,16.83,2814.29,2745.31,0.00,1.08,13.13亿,328.53亿,1.24万亿
166,CESHKB,中华香港生物科技港元,8625.64,-2.14,5.00,2,CES,55.41,估值较低,中证指数,-188.27,8767.28,8583.79,0.00,0.88,2.09亿,77.11亿,1.56万亿
167,931447,科技先锋,3364.05,-2.06,4.93,2,CSI,43.06,估值较低,中证指数,-70.61,3397.71,3346.86,0.00,1.13,48.48亿,2231.16亿,12.07万亿
168,970052,深证数字安全,3615.82,0.03,4.93,0,SZ,-807.14,估值中等,深证指数,1.09,3652.98,3572.93,0.00,1.32,25.36亿,596.08亿,9561.60亿
169,470052,深证数字安全R,3798.51,0.03,4.93,0,SZ,-807.14,估值中等,深证指数,1.14,3837.55,3753.46,0.00,1.32,25.36亿,596.08亿,9561.60亿
170,000020,中型综指,2018.63,-0.18,4.87,1,SH,125.73,估值较低,上证指数,-3.63,2022.51,1998.39,0.00,1.09,108.10亿,3467.92亿,10.28万亿
171,931440,创新药30,2791.22,-2.36,4.87,2,CSI,44.29,估值较低,中证指数,-67.44,2858.31,2788.65,0.00,0.91,3.83亿,198.80亿,1.91万亿
172,399428,国证定增,5568.72,0.30,4.86,0,SZ,243.72,估值较低,深证指数,16.63,5576.76,5501.46,0.00,1.00,38.44亿,1306.31亿,2.61万亿
173,980027,新能源电池,3848.79,-1.31,4.85,0,SZ,31.82,估值较低,深证指数,-51.18,3919.24,3843.92,0.00,0.99,16.44亿,769.24亿,3.74万亿
174,480027,新能源电池R,4156.44,-1.29,4.85,0,SZ,31.82,估值较低,深证指数,-54.47,4232.52,4151.18,0.00,0.99,16.44亿,769.24亿,3.74万亿
175,932419,国新国企航空航天,3231.34,2.79,4.85,2,CSI,103.44,估值中等,中证指数,87.66,3240.91,3113.41,0.00,1.64,17.42亿,685.83亿,1.94万亿
176,930712,CS物联网,4944.96,-0.24,4.84,2,CSI,36.36,估值较低,中证指数,-12.13,4955.94,4876.50,0.00,0.97,23.93亿,1644.56亿,5.60万亿
177,H30590,机器人,2108.17,2.42,4.84,2,CSI,72.27,估值中等,中证指数,49.77,2114.00,2052.87,0.00,1.50,18.31亿,644.89亿,1.61万亿
178,399259,创业低碳,5477.25,-1.46,4.83,0,SZ,33.64,估值较低,深证指数,-81.18,5577.39,5469.36,0.00,1.02,20.36亿,836.34亿,3.54万亿
179,931521,高装细分50,3485.98,2.85,4.82,2,CSI,114.69,估值中等,中证指数,96.75,3499.65,3356.46,0.00,1.63,26.06亿,852.98亿,2.19万亿
180,399346,深证成长,5207.31,-0.72,4.82,0,SZ,31.72,估值较低,深证指数,-37.56,5248.99,5188.72,0.00,1.02,47.57亿,3027.31亿,13.49万亿
181,931186,中证科技,7222.89,0.11,4.81,2,CSI,35.46,估值较低,中证指数,8.12,7247.68,7142.94,0.00,1.10,43.32亿,1926.70亿,8.85万亿
182,399282,大数据50,5565.99,0.28,4.79,0,SZ,96.37,估值中等,深证指数,15.81,5632.49,5481.53,0.00,1.25,37.49亿,1014.54亿,1.89万亿
183,H30182,计算机,7606.65,0.41,4.79,2,CSI,1170.99,估值中等,中证指数,30.94,7717.22,7539.50,0.00,1.28,47.71亿,1106.65亿,2.81万亿
184,000687,科创高装,1510.49,1.01,4.78,1,SH,63.77,估值中等,上证指数,15.07,1515.33,1476.90,0.00,1.13,5.66亿,380.03亿,1.33万亿
185,399677,深互联EW,6114.66,0.52,4.78,0,SZ,174.32,估值中等,深证指数,31.38,6158.99,6042.15,0.00,1.19,53.39亿,1139.64亿,2.54万亿
186,399675,深互联网,3596.13,0.47,4.78,0,SZ,174.32,估值中等,深证指数,16.79,3634.17,3556.44,0.00,1.19,53.39亿,1139.64亿,2.54万亿
187,970053,深证数据要素,4321.81,0.82,4.77,0,SZ,63.47,估值中等,深证指数,35.27,4365.20,4242.03,0.00,1.21,30.19亿,904.20亿,2.13万亿
188,470053,深证数据要素R,4614.38,0.83,4.77,0,SZ,63.47,估值中等,深证指数,37.78,4660.70,4529.19,0.00,1.21,30.19亿,904.20亿,2.13万亿
189,931719,CS电池,4905.87,-2.12,4.75,2,CSI,33.01,估值较低,中证指数,-106.07,5046.08,4900.84,0.00,0.98,25.73亿,1410.95亿,4.71万亿
190,399337,深证民营,7691.19,-0.70,4.74,0,SZ,35.88,估值较低,深证指数,-54.53,7751.58,7660.51,0.00,0.97,55.44亿,3393.24亿,14.70万亿
191,931855,通用航空,1326.22,2.99,4.73,2,CSI,116.15,估值中等,中证指数,38.56,1330.68,1279.06,0.00,1.54,16.60亿,504.64亿,1.54万亿
192,801750,计算机(申万),5430.55,0.46,4.72,62,SWI,82.09,估值中等,申万一级行业,24.89,5476.52,5372.66,0.00,1.25,88.39亿,2099.51亿,5.00万亿
193,970054,深证智能电网,4654.58,-0.96,4.70,0,SZ,45.93,估值较低,深证指数,-44.89,4681.97,4624.77,0.00,1.01,15.76亿,435.57亿,1.15万亿
194,470054,深证智能电网R,5088.28,-0.96,4.70,0,SZ,45.93,估值较低,深证指数,-49.07,5118.22,5055.69,0.00,1.01,15.76亿,435.57亿,1.15万亿
195,970042,新材料50,4740.62,-2.16,4.70,0,SZ,36.77,估值较低,深证指数,-104.51,4837.66,4732.10,0.00,0.99,27.77亿,1295.11亿,4.76万亿
196,470042,新材料50R,5309.56,-2.16,4.70,0,SZ,36.77,估值较低,深证指数,-117.05,5418.24,5300.02,0.00,0.99,27.77亿,1295.11亿,4.76万亿
197,970036,深证储能,12110.73,-1.91,4.69,0,SZ,33.73,估值较低,深证指数,-236.42,12439.16,12099.32,0.00,0.99,29.18亿,1546.10亿,5.51万亿
198,470036,深证储能R,13223.35,-1.91,4.69,0,SZ,33.73,估值较低,深证指数,-258.14,13581.95,13210.88,0.00,0.99,29.18亿,1546.10亿,5.51万亿
199,950107,380创新,4182.37,1.27,4.68,2,SH,103.03,估值中等,中证指数,52.38,4186.34,4091.43,0.00,1.18,18.10亿,767.65亿,2.06万亿
200,000171,新兴成指,2256.23,-0.72,4.64,1,CSI,34.99,估值较低,上证指数,-16.31,2266.52,2234.14,0.00,0.96,39.56亿,3475.88亿,15.38万亿
201,801740,国防军工(申万),2139.01,2.44,4.63,62,SWI,77.51,估值中等,申万一级行业,50.85,2143.56,2073.52,0.00,1.34,40.81亿,1302.94亿,3.81万亿
202,970037,深证高装,4104.85,-0.32,4.63,0,SZ,57.61,估值较低,深证指数,-13.08,4112.87,4041.14,0.00,1.15,22.30亿,936.01亿,2.70万亿
203,470037,深证高装R,4639.15,-0.32,4.63,0,SZ,57.61,估值较低,深证指数,-14.78,4648.21,4567.14,0.00,1.15,22.30亿,936.01亿,2.70万亿
